insee,nom,code_arr,code_cant,code_dept,code_reg,code_regn
27247,Flipou,271,2719,27,23,28
27248,Folleville,272,2703,27,23,28
27249,Fontaine-Bellenger,271,2712,27,23,28
27250,Fontaine-Heudebourg,271,2712,27,23,28
27251,Fontaine-l'Abbé,272,2702,27,23,28
27252,Fontaine-la-Louvet,272,2703,27,23,28
27253,Fontaine-la-Soret,272,2707,27,23,28
27254,Fontaine-sous-Jouy,273,2716,27,23,28
27255,Fontenay,271,2701,27,23,28
27256,La Forêt-du-Parc,273,2720,27,23,28
27257,Forêt-la-Folie,271,2701,27,23,28
27258,Fort-Moville,272,2703,27,23,28
27259,Foucrainville,273,2720,27,23,28
27260,Foulbec,272,2703,27,23,28
27261,Fouqueville,272,2705,27,23,28
27262,Fourges,271,2701,27,23,28
27263,Fourmetot,272,2717,27,23,28
27264,Fours-en-Vexin,271,2701,27,23,28
27265,Francheville,273,2706,27,23,28
27266,Franqueville,272,2707,27,23,28
27267,Freneuse-sur-Risle,272,2717,27,23,28
27268,Le Fresne,273,2708,27,23,28
27269,Fresne-Cauverville,272,2703,27,23,28
27270,Fresne-l'Archevêque,271,2701,27,23,28
27271,Fresney,273,2720,27,23,28
27273,Gadencourt,273,2716,27,23,28
27274,Gaillardbois-Cressenville,271,2719,27,23,28
27275,Gaillon,271,2712,27,23,28
27276,Gamaches-en-Vexin,271,2713,27,23,28
27277,Garencières,273,2720,27,23,28
27278,Garennes-sur-Eure,273,2720,27,23,28
27279,Gasny,271,2723,27,23,28
27280,Gauciel,273,2711,27,23,28
27281,Gaudreville-la-Rivière,273,2708,27,23,28
27282,Gauville-la-Campagne,273,2708,27,23,28
27283,Gisay-la-Coudre,272,2702,27,23,28
27284,Gisors,271,2713,27,23,28
27285,Giverny,271,2723,27,23,28
27286,Giverville,272,2703,27,23,28
27287,Glisolles,273,2708,27,23,28
27288,Glos-sur-Risle,272,2717,27,23,28
27289,La Goulafrière,272,2706,27,23,28
27290,Goupillières,272,2707,27,23,28
27291,Gournay-le-Guérin,273,2722,27,23,28
27292,Gouttières,272,2702,27,23,28
27293,Gouville,273,2722,27,23,28
27294,Grainville,271,2719,27,23,28
27295,Grand-Camp,272,2706,27,23,28
27296,Granchain,272,2702,27,23,28
27297,Grandvilliers,273,2722,27,23,28
27298,Graveron-Sémerville,273,2715,27,23,28
27299,Gravigny,273,2710,27,23,28
27300,Grosley-sur-Risle,272,2707,27,23,28
27301,Grossoeuvre,273,2720,27,23,28
27302,Le Gros-Theil,272,2715,27,23,28
27303,Guernanville,273,2706,27,23,28
27304,Guerny,271,2713,27,23,28
27305,La Guéroulde,273,2706,27,23,28
27306,Guichainville,273,2711,27,23,28
27307,Guiseniers,271,2701,27,23,28
27308,Guitry,271,2701,27,23,28
27309,L'Habit,273,2720,27,23,28
27310,Hacqueville,271,2713,27,23,28
27311,Harcourt,272,2707,27,23,28
27312,Hardencourt-Cocherel,273,2716,27,23,28
27313,La Harengère,272,2705,27,23,28
27315,Harquency,271,2701,27,23,28
27316,Hauville,272,2704,27,23,28
27317,La Haye-Aubrée,272,2704,27,23,28
27318,La Haye-de-Calleville,272,2707,27,23,28
27319,La Haye-de-Routot,272,2704,27,23,28
27320,La Haye-du-Theil,272,2705,27,23,28
27321,La Haye-le-Comte,271,2718,27,23,28
27322,La Haye-Malherbe,271,2718,27,23,28
27323,La Haye-Saint-Sylvestre,273,2706,27,23,28
27324,Hébécourt,271,2713,27,23,28
27325,Hecmanville,272,2707,27,23,28
27326,Hécourt,273,2716,27,23,28
27327,Hectomare,273,2715,27,23,28
27329,Hennezis,271,2701,27,23,28
27330,Herqueville,271,2721,27,23,28
27331,Heubécourt-Haricourt,271,2701,27,23,28
27332,Heudebouville,271,2714,27,23,28
27333,Heudicourt,271,2713,27,23,28
27334,Heudreville-en-Lieuvin,272,2703,27,23,28
27335,Heudreville-sur-Eure,271,2712,27,23,28
27336,La Heunière,273,2716,27,23,28
27337,Heuqueville,271,2701,27,23,28
27338,Les Hogues,271,2719,27,23,28
27339,Hondouville,271,2715,27,23,28
27340,Honguemare-Guenouville,272,2704,27,23,28
27341,L'Hosmes,273,2722,27,23,28
27342,Houetteville,273,2715,27,23,28
27343,Houlbec-Cocherel,273,2716,27,23,28
27344,Houlbec-près-le-Gros-Theil,272,2705,27,23,28
27345,La Houssaye,272,2707,27,23,28
27346,Houville-en-Vexin,271,2719,27,23,28
27347,Huest,273,2711,27,23,28
27348,Igoville,271,2718,27,23,28
27349,Illeville-sur-Montfort,272,2717,27,23,28
27350,Illiers-l'Évêque,273,2722,27,23,28
27351,Incarville,271,2714,27,23,28
27353,Irreville,273,2710,27,23,28
27354,Iville,273,2715,27,23,28
27355,Ivry-la-Bataille,273,2720,27,23,28
27356,Jonquerets-de-Livet,272,2702,27,23,28
27358,Jouy-sur-Eure,273,2716,27,23,28
27359,Juignettes,273,2706,27,23,28
27360,Jumelles,273,2720,27,23,28
27361,La Lande-Saint-Léger,272,2703,27,23,28
27362,Landepéreuse,272,2702,27,23,28
27363,Le Landin,272,2704,27,23,28
27364,Launay,272,2707,27,23,28
27365,Léry,271,2721,27,23,28
27366,Letteguives,271,2719,27,23,28
27367,Lieurey,272,2703,27,23,28
27368,Lignerolles,273,2720,27,23,28
27369,Lilly,271,2719,27,23,28
27370,Lisors,271,2719,27,23,28
27371,Livet-sur-Authou,272,2707,27,23,28
27372,Longchamps,271,2713,27,23,28
27373,Lorleau,271,2719,27,23,28
27374,Louversey,273,2708,27,23,28
27375,Louviers,271,2714,27,23,28
27376,Louye,273,2720,27,23,28
27377,Lyons-la-Forêt,271,2719,27,23,28
27378,La Madeleine-de-Nonancourt,273,2722,27,23,28
27379,Mainneville,271,2719,27,23,28
27380,Malleville-sur-le-Bec,272,2707,27,23,28
27381,Malouy,272,2702,27,23,28
27382,Mandeville,272,2715,27,23,28
27383,Mandres,273,2722,27,23,28
27384,Manneville-la-Raoult,272,2703,27,23,28
27385,Manneville-sur-Risle,272,2717,27,23,28
27386,Le Manoir,271,2718,27,23,28
27387,Manthelon,273,2722,27,23,28
27388,Marais-Vernier,272,2704,27,23,28
27389,Marbeuf,273,2715,27,23,28
27390,Marcilly-la-Campagne,273,2722,27,23,28
27391,Marcilly-sur-Eure,273,2720,27,23,28
27392,Martagny,271,2719,27,23,28
27393,Martainville,272,2703,27,23,28
27394,Martot,271,2718,27,23,28
27395,Mélicourt,272,2706,27,23,28
27396,Ménesqueville,271,2719,27,23,28
27397,Ménilles,273,2716,27,23,28
27398,Menneval,272,2702,27,23,28
27399,Mercey,273,2716,27,23,28
27400,Merey,273,2716,27,23,28
27401,Le Mesnil-Fuguet,273,2715,27,23,28
27402,Le Mesnil-Hardray,273,2708,27,23,28
27403,Le Mesnil-Jourdain,271,2718,27,23,28
27404,Mesnil-Rousset,272,2706,27,23,28
27405,Mesnil-sous-Vienne,271,2719,27,23,28
27406,Mesnil-sur-l'Estrée,273,2720,27,23,28
27407,Mesnil-Verclives,271,2701,27,23,28
27408,Mézières-en-Vexin,271,2701,27,23,28
27410,Miserey,273,2711,27,23,28
27411,Moisville,273,2722,27,23,28
27412,Montaure,271,2718,27,23,28
27413,Montfort-sur-Risle,272,2717,27,23,28
27414,Montreuil-l'Argillé,272,2706,27,23,28
27415,Morainville-Jouveaux,272,2703,27,23,28
27416,Buis-sur-Damville,273,2722,27,23,28
27417,Morgny,271,2713,27,23,28
27418,Morsan,272,2707,27,23,28
27419,Mouettes,273,2720,27,23,28
27420,Mouflaines,271,2713,27,23,28
27421,Mousseaux-Neuville,273,2720,27,23,28
27422,Muids,271,2701,27,23,28
27423,Muzy,273,2720,27,23,28
27424,Nagel-Séez-Mesnil,273,2708,27,23,28
27425,Nassandres,272,2707,27,23,28
27426,Neaufles-Saint-Martin,271,2713,27,23,28
27427,Neaufles-Auvergny,273,2706,27,23,28
27428,Le Neubourg,273,2715,27,23,28
27429,Neuilly,273,2716,27,23,28
27430,La Neuve-Grange,271,2713,27,23,28
27431,La Neuve-Lyre,273,2706,27,23,28
27432,La Neuville-du-Bosc,272,2707,27,23,28
27433,Neuville-sur-Authou,272,2707,27,23,28
27434,Noards,272,2703,27,23,28
27435,La Noë-Poulain,272,2703,27,23,28
27436,Nogent-le-Sec,273,2708,27,23,28
27437,Nojeon-en-Vexin,271,2713,27,23,28
27438,Nonancourt,273,2722,27,23,28
27439,Normanville,273,2710,27,23,28
27440,Notre-Dame-de-l'Isle,271,2701,27,23,28
27441,Notre-Dame-d'Épine,272,2707,27,23,28
27442,Notre-Dame-du-Hamel,272,2706,27,23,28
27444,Le Noyer-en-Ouche,272,2702,27,23,28
27445,Noyers,271,2713,27,23,28
27446,Ormes,273,2708,27,23,28
27447,Orvaux,273,2708,27,23,28
27448,Pacy-sur-Eure,273,2716,27,23,28
27449,Panilleuse,271,2701,27,23,28
27451,Parville,273,2708,27,23,28
27452,Perriers-la-Campagne,272,2707,27,23,28
27453,Perriers-sur-Andelle,271,2719,27,23,28
27454,Perruel,271,2719,27,23,28
27455,Piencourt,272,2703,27,23,28
27456,Pinterville,271,2718,27,23,28
27457,Piseux,273,2722,27,23,28
27458,Pîtres,271,2718,27,23,28
27459,Les Places,272,2703,27,23,28
27460,Plainville,272,2702,27,23,28
27462,Le Planquay,272,2703,27,23,28
27463,Plasnes,272,2702,27,23,28
27464,Le Plessis-Grohan,273,2711,27,23,28
27465,Le Plessis-Hébert,273,2716,27,23,28
27466,Le Plessis-Sainte-Opportune,272,2707,27,23,28
27467,Pont-Audemer,272,2717,27,23,28
27468,Pont-Authou,272,2717,27,23,28
27469,Pont-de-l'Arche,271,2718,27,23,28
27470,Pont-Saint-Pierre,271,2719,27,23,28
27471,Porte-Joie,271,2721,27,23,28
27472,Portes,273,2708,27,23,28
27473,Port-Mort,271,2701,27,23,28
27474,Poses,271,2721,27,23,28
27475,La Poterie-Mathieu,272,2703,27,23,28
27476,Les Préaux,272,2717,27,23,28
27477,Pressagny-l'Orgueilleux,271,2701,27,23,28
27478,Prey,273,2720,27,23,28
27480,Puchay,271,2713,27,23,28
27481,Pullay,273,2722,27,23,28
27482,La Pyle,272,2715,27,23,28
27483,Quatremare,271,2718,27,23,28
27484,Quessigny,273,2720,27,23,28
27485,Quillebeuf-sur-Seine,272,2704,27,23,28
27486,Quittebeuf,273,2715,27,23,28
27487,Radepont,271,2719,27,23,28
27488,Renneville,271,2719,27,23,28
27489,Reuilly,273,2710,27,23,28
27490,Richeville,271,2713,27,23,28
27491,Roman,273,2722,27,23,28
27492,Romilly-la-Puthenaye,272,2707,27,23,28
27493,Romilly-sur-Andelle,271,2719,27,23,28
27495,La Roquette,271,2701,27,23,28
27496,Rosay-sur-Lieure,271,2719,27,23,28
27497,Rougemontiers,272,2704,27,23,28
27498,Rouge-Perriers,272,2707,27,23,28
27499,La Roussière,272,2702,27,23,28
27500,Routot,272,2704,27,23,28
27501,Rouvray,273,2716,27,23,28
27502,Rugles,273,2706,27,23,28
27503,Le Sacq,273,2722,27,23,28
27504,Sacquenville,273,2715,27,23,28
27505,Saint-Agnan-de-Cernières,272,2706,27,23,28
27506,Saint-Amand-des-Hautes-Terres,272,2705,27,23,28
27507,Saint-André-de-l'Eure,273,2720,27,23,28
27508,Saint-Antonin-de-Sommaire,273,2706,27,23,28
27510,Saint-Aquilin-de-Pacy,273,2716,27,23,28
27511,Saint-Aubin-d'Écrosville,273,2715,27,23,28
27512,Saint-Aubin-de-Scellon,272,2703,27,23,28
27513,Saint-Aubin-des-Hayes,272,2702,27,23,28
27514,Saint-Aubin-du-Thenney,272,2706,27,23,28
27515,Saint-Aubin-le-Guichard,272,2702,27,23,28
27516,Saint-Aubin-le-Vertueux,272,2702,27,23,28
27517,Saint-Aubin-sur-Gaillon,271,2712,27,23,28
27518,Saint-Aubin-sur-Quillebeuf,272,2704,27,23,28
27519,Sainte-Barbe-sur-Gaillon,271,2712,27,23,28
27520,Saint-Benoît-des-Ombres,272,2703,27,23,28
27521,Saint-Christophe-sur-Avre,273,2722,27,23,28
27522,Saint-Christophe-sur-Condé,272,2703,27,23,28
27523,Saint-Clair-d'Arcey,272,2702,27,23,28
27524,Sainte-Colombe-la-Commanderie,273,2715,27,23,28
27525,Sainte-Colombe-près-Vernon,273,2716,27,23,28
27526,Sainte-Croix-sur-Aizier,272,2704,27,23,28
27527,Saint-Cyr-de-Salerne,272,2707,27,23,28
27528,Le Vaudreuil,271,2721,27,23,28
27529,Saint-Cyr-la-Campagne,272,2705,27,23,28
27530,Saint-Denis-d'Augerons,272,2706,27,23,28
27531,Saint-Denis-des-Monts,272,2705,27,23,28
27532,Saint-Denis-du-Béhélan,273,2706,27,23,28
27533,Saint-Denis-le-Ferment,271,2713,27,23,28
27534,Saint-Didier-des-Bois,272,2705,27,23,28
27535,Saint-Élier,273,2708,27,23,28
27536,Saint-Éloi-de-Fourques,272,2707,27,23,28
27537,Saint-Étienne-du-Vauvray,271,2714,27,23,28
27538,Saint-Étienne-l'Allier,272,2703,27,23,28
27539,Saint-Étienne-sous-Bailleul,271,2712,27,23,28
27540,Sainte-Geneviève-lès-Gasny,271,2723,27,23,28
27541,Saint-Georges-du-Mesnil,272,2703,27,23,28
27542,Saint-Georges-du-Vièvre,272,2703,27,23,28
27543,Saint-Georges-Motel,273,2720,27,23,28
27544,Saint-Germain-de-Fresney,273,2720,27,23,28
27545,Saint-Germain-de-Pasquier,272,2705,27,23,28
27546,Saint-Germain-des-Angles,273,2710,27,23,28
27547,Saint-Germain-la-Campagne,272,2703,27,23,28
27548,Saint-Germain-sur-Avre,273,2722,27,23,28
27549,Saint-Germain-Village,272,2717,27,23,28
27550,Saint-Grégoire-du-Vièvre,272,2703,27,23,28
27551,Saint-Jean-de-la-Léqueraye,272,2703,27,23,28
27552,Saint-Jean-du-Thenney,272,2706,27,23,28
27553,Saint-Julien-de-la-Liègue,271,2712,27,23,28
27554,Saint-Just,273,2716,27,23,28
27555,Saint-Laurent-des-Bois,273,2720,27,23,28
27556,Saint-Laurent-du-Tencement,272,2706,27,23,28
27557,Saint-Léger-de-Rôtes,272,2702,27,23,28
27558,Saint-Léger-du-Gennetey,272,2705,27,23,28
27560,Saint-Luc,273,2711,27,23,28
27561,Saint-Maclou,272,2703,27,23,28
27562,Saint-Marcel,273,2716,27,23,28
27563,Saint-Mards-de-Blacarville,272,2717,27,23,28
27564,Saint-Mards-de-Fresne,272,2703,27,23,28
27565,Sainte-Marguerite-de-l'Autel,273,2706,27,23,28
27566,Sainte-Marguerite-en-Ouche,272,2702,27,23,28
27567,Sainte-Marie-de-Vatimesnil,271,2713,27,23,28
27568,Sainte-Marthe,273,2708,27,23,28
27569,Saint-Martin-du-Tilleul,272,2702,27,23,28
27570,Saint-Martin-la-Campagne,273,2715,27,23,28
27571,Saint-Martin-Saint-Firmin,272,2703,27,23,28
27572,Saint-Meslin-du-Bosc,272,2715,27,23,28
27573,Saint-Nicolas-d'Attez,273,2706,27,23,28
27574,Saint-Nicolas-du-Bosc,272,2715,27,23,28
27576,Sainte-Opportune-du-Bosc,272,2707,27,23,28
27577,Sainte-Opportune-la-Mare,272,2704,27,23,28
27578,Saint-Ouen-d'Attez,273,2706,27,23,28
27579,Saint-Ouen-de-Pontcheuil,272,2705,27,23,28
27580,Saint-Ouen-de-Thouberville,272,2704,27,23,28
27581,Saint-Ouen-des-Champs,272,2704,27,23,28
27582,Saint-Ouen-du-Tilleul,272,2705,27,23,28
27584,Saint-Paul-de-Fourques,272,2707,27,23,28
27586,Saint-Philbert-sur-Boissey,272,2705,27,23,28
27587,Saint-Philbert-sur-Risle,272,2717,27,23,28
27588,Saint-Pierre-d'Autils,273,2716,27,23,28
27589,Saint-Pierre-de-Bailleul,271,2712,27,23,28
27590,Saint-Pierre-de-Cernières,272,2706,27,23,28
27591,Saint-Pierre-de-Cormeilles,272,2703,27,23,28
27592,Saint-Pierre-de-Salerne,272,2707,27,23,28
27593,Saint-Pierre-des-Fleurs,272,2705,27,23,28
27594,Saint-Pierre-des-Ifs,272,2703,27,23,28
27595,Saint-Pierre-du-Bosguérard,272,2705,27,23,28
27596,Saint-Pierre-du-Mesnil,272,2702,27,23,28
27597,Saint-Pierre-du-Val,272,2703,27,23,28
27598,Saint-Pierre-du-Vauvray,271,2714,27,23,28
27599,Saint-Pierre-la-Garenne,271,2712,27,23,28
27600,Saint-Quentin-des-Isles,272,2706,27,23,28
27601,Saint-Samson-de-la-Roque,272,2704,27,23,28
27602,Saint-Sébastien-de-Morsent,273,2709,27,23,28
27603,Saint-Siméon,272,2703,27,23,28
27604,Saint-Sulpice-de-Grimbouville,272,2703,27,23,28
27605,Saint-Sylvestre-de-Cormeilles,272,2703,27,23,28
27606,Saint-Symphorien,272,2717,27,23,28
27607,Saint-Thurien,272,2704,27,23,28
27608,Saint-Victor-de-Chrétienville,272,2702,27,23,28
27609,Saint-Victor-d'Épine,272,2707,27,23,28
27610,Saint-Victor-sur-Avre,273,2722,27,23,28
27611,Saint-Vigor,273,2710,27,23,28
27612,Saint-Vincent-des-Bois,273,2716,27,23,28
27613,Saint-Vincent-du-Boulay,272,2703,27,23,28
27614,Sancourt,271,2713,27,23,28
27615,Sassey,273,2711,27,23,28
27616,La Saussaye,272,2705,27,23,28
27617,Saussay-la-Campagne,271,2713,27,23,28
27618,Sébécourt,273,2708,27,23,28
27620,Selles,272,2717,27,23,28
27621,Serez,273,2720,27,23,28
27622,Serquigny,272,2702,27,23,28
27623,Surtauville,271,2718,27,23,28
27624,Surville,271,2718,27,23,28
27625,Suzay,271,2701,27,23,28
27626,Theillement,272,2705,27,23,28
27627,Le Theil-Nolent,272,2703,27,23,28
27628,Thevray,272,2702,27,23,28
27629,Thiberville,272,2703,27,23,28
27630,Thibouville,272,2707,27,23,28
27631,Thierville,272,2717,27,23,28
27632,Le Thil,271,2713,27,23,28
27633,Les Thilliers-en-Vexin,271,2713,27,23,28
27634,Thomer-la-Sôgne,273,2722,27,23,28
27635,Le Thuit,271,2701,27,23,28
27636,Le Thuit-Anger,272,2705,27,23,28
27637,Thuit-Hébert,272,2705,27,23,28
27638,Le Thuit-Signol,272,2705,27,23,28
27639,Le Thuit-Simer,272,2705,27,23,28
27640,Tilleul-Dame-Agnès,272,2708,27,23,28
27641,Le Tilleul-Lambert,273,2715,27,23,28
27642,Le Tilleul-Othon,272,2707,27,23,28
27643,Tillières-sur-Avre,273,2722,27,23,28
27644,Tilly,271,2701,27,23,28
27645,Tocqueville,272,2704,27,23,28
27646,Le Torpt,272,2703,27,23,28
27647,Tosny,271,2712,27,23,28
27648,Tostes,271,2718,27,23,28
27649,Touffreville,271,2719,27,23,28
27650,Tournedos-Bois-Hubert,273,2715,27,23,28
27651,Tournedos-sur-Seine,271,2721,27,23,28
27652,Tourneville,273,2715,27,23,28
27653,Tourny,271,2701,27,23,28
27654,Tourville-la-Campagne,272,2705,27,23,28
27655,Tourville-sur-Pont-Audemer,272,2717,27,23,28
27656,Toutainville,272,2717,27,23,28
27657,Touville,272,2717,27,23,28
27658,Le Tremblay-Omonville,273,2715,27,23,28
27659,La Trinité,273,2711,27,23,28
27660,La Trinité-de-Réville,272,2706,27,23,28
27661,La Trinité-de-Thouberville,272,2704,27,23,28
27662,Triqueville,272,2717,27,23,28
27663,Le Troncq,273,2715,27,23,28
27664,Le Tronquay,271,2719,27,23,28
27665,Trouville-la-Haule,272,2704,27,23,28
27666,La Vacherie,271,2718,27,23,28
27667,Valailles,272,2702,27,23,28
27668,Le Val-David,273,2711,27,23,28
27669,Valletot,272,2704,27,23,28
27670,Vandrimare,271,2719,27,23,28
27671,Vannecrocq,272,2703,27,23,28
27672,Vascoeuil,271,2719,27,23,28
27673,Vatteville,271,2701,27,23,28
27674,Vaux-sur-Eure,273,2716,27,23,28
27676,Venables,271,2712,27,23,28
27677,Venon,273,2715,27,23,28
27678,Les Ventes,273,2708,27,23,28
27679,Verneuil-sur-Avre,273,2722,27,23,28
27680,Verneusses,272,2706,27,23,28
27681,Vernon,273,2723,27,23,28
27682,Vesly,271,2713,27,23,28
27683,Vézillon,271,2701,27,23,28
27684,Le Vieil-Évreux,273,2711,27,23,28
27685,La Vieille-Lyre,273,2706,27,23,28
27686,Vieux-Port,272,2704,27,23,28
27687,Vieux-Villez,271,2712,27,23,28
27688,Villalet,273,2722,27,23,28
27689,Villegats,273,2716,27,23,28
27690,Villers-en-Vexin,271,2713,27,23,28
27691,Villers-sur-le-Roule,271,2712,27,23,28
27692,Villettes,273,2715,27,23,28
27693,Sylvains-les-Moulins,273,2722,27,23,28
27694,Villez-sous-Bailleul,273,2716,27,23,28
27695,Villez-sur-le-Neubourg,273,2715,27,23,28
27696,Villiers-en-Désoeuvre,273,2716,27,23,28
27697,Vironvay,271,2714,27,23,28
27698,Vitot,273,2715,27,23,28
27699,Voiscreville,272,2705,27,23,28
27700,Vraiville,272,2715,27,23,28
27701,Val-de-Reuil,271,2721,27,23,28
28001,Abondant,283,2801,28,24,24
28002,Allaines-Mervilliers,281,2815,28,24,24
28003,Allainville,283,2808,28,24,24
28004,Allonnes,281,2815,28,24,24
28005,Alluyes,282,2807,28,24,24
28006,Amilly,281,2812,28,24,24
28007,Anet,283,2801,28,24,24
28008,Ardelles,283,2814,28,24,24
28009,Ardelu,281,2802,28,24,24
28010,Argenvilliers,284,2813,28,24,24
28012,Arrou,282,2803,28,24,24
28013,Aunay-sous-Auneau,281,2802,28,24,24
28014,Aunay-sous-Crécy,283,2808,28,24,24
28015,Auneau,281,2802,28,24,24
28016,Les Autels-Villevillon,284,2803,28,24,24
28017,Autheuil,282,2803,28,24,24
28018,Authon-du-Perche,284,2803,28,24,24
28019,Baigneaux,282,2815,28,24,24
28020,Baignolet,281,2815,28,24,24
28021,Bailleau-le-Pin,281,2811,28,24,24
28022,Bailleau-l'Évêque,281,2806,28,24,24
28023,Bailleau-Armenonville,281,2802,28,24,24
28024,Barjouville,281,2812,28,24,24
28025,Barmainville,281,2815,28,24,24
28026,Baudreville,281,2815,28,24,24
28027,La Bazoche-Gouet,284,2803,28,24,24
28028,Bazoches-en-Dunois,282,2815,28,24,24
28029,Bazoches-les-Hautes,282,2815,28,24,24
28030,Beauche,283,2814,28,24,24
28031,Beaumont-les-Autels,284,2803,28,24,24
28032,Beauvilliers,281,2815,28,24,24
28033,Belhomert-Guéhouville,284,2813,28,24,24
28034,Berchères-Saint-Germain,281,2804,28,24,24
28035,Berchères-les-Pierres,281,2805,28,24,24
28036,Berchères-sur-Vesgre,283,2801,28,24,24
28037,Bérou-la-Mulotière,283,2814,28,24,24
28038,Béthonvilliers,284,2803,28,24,24
28039,Béville-le-Comte,281,2802,28,24,24
28040,Billancelles,281,2811,28,24,24
28041,Blandainville,281,2811,28,24,24
28044,Boisgasson,282,2803,28,24,24
28045,Boissy-en-Drouais,283,2808,28,24,24
28046,Boissy-lès-Perche,283,2814,28,24,24
28047,Boisville-la-Saint-Père,281,2815,28,24,24
28048,La Bourdinière-Saint-Loup,281,2805,28,24,24
28049,Boncé,281,2815,28,24,24
28050,Boncourt,283,2801,28,24,24
28051,Bonneval,282,2807,28,24,24
28052,Bouglainval,281,2810,28,24,24
28053,Le Boullay-les-Deux-Églises,283,2814,28,24,24
28054,Le Boullay-Mivoye,283,2809,28,24,24
28055,Le Boullay-Thierry,283,2809,28,24,24
28056,Boutigny-Prouais,283,2801,28,24,24
28057,Bouville,282,2815,28,24,24
28058,Bréchamps,283,2809,28,24,24
28059,Brezolles,283,2814,28,24,24
28060,Briconville,281,2804,28,24,24
28061,Brou,282,2803,28,24,24
28062,Broué,283,2801,28,24,24
28063,Brunelles,284,2813,28,24,24
28064,Bû,283,2801,28,24,24
28065,Bullainville,282,2815,28,24,24
28066,Bullou,282,2803,28,24,24
28067,Cernay,281,2811,28,24,24
28068,Challet,281,2804,28,24,24
28070,Champhol,281,2804,28,24,24
28071,Champrond-en-Gâtine,284,2813,28,24,24
28072,Champrond-en-Perchet,284,2813,28,24,24
28073,Champseru,281,2802,28,24,24
28074,La Chapelle-d'Aunainville,281,2802,28,24,24
28075,La Chapelle-du-Noyer,282,2807,28,24,24
28076,La Chapelle-Forainvilliers,283,2801,28,24,24
28077,La Chapelle-Fortin,283,2814,28,24,24
28078,Chapelle-Guillaume,284,2803,28,24,24
28079,Chapelle-Royale,284,2803,28,24,24
28080,Charbonnières,284,2803,28,24,24
28081,Charonville,281,2811,28,24,24
28082,Charpont,283,2809,28,24,24
28083,Charray,282,2803,28,24,24
28084,Chartainvilliers,281,2810,28,24,24
28085,Chartres,281,2898,28,24,24
28086,Chassant,284,2813,28,24,24
28087,Châtaincourt,283,2814,28,24,24
28088,Châteaudun,282,2807,28,24,24
28089,Châteauneuf-en-Thymerais,283,2814,28,24,24
28090,Les Châtelets,283,2814,28,24,24
28091,Les Châtelliers-Notre-Dame,281,2811,28,24,24
28092,Châtenay,281,2802,28,24,24
28093,Châtillon-en-Dunois,282,2803,28,24,24
28094,Chaudon,283,2809,28,24,24
28095,Chauffours,281,2811,28,24,24
28096,La Chaussée-d'Ivry,283,2801,28,24,24
28098,Cherisy,283,2801,28,24,24
28099,Chuisnes,281,2811,28,24,24
28100,Cintray,281,2812,28,24,24
28101,Civry,282,2807,28,24,24
28102,Clévilliers,281,2804,28,24,24
28103,Cloyes-sur-le-Loir,282,2803,28,24,24
28104,Coltainville,281,2804,28,24,24
28105,Combres,284,2813,28,24,24
28106,Conie-Molitard,282,2807,28,24,24
28107,Corancez,281,2805,28,24,24
28108,Cormainville,282,2815,28,24,24
28109,Les Corvées-les-Yys,284,2813,28,24,24
28110,Le Coudray,281,2805,28,24,24
28111,Coudray-au-Perche,284,2803,28,24,24
28112,Coudreceau,284,2813,28,24,24
28113,Coulombs,283,2810,28,24,24
28114,Courbehaye,282,2815,28,24,24
28115,Courtalain,282,2803,28,24,24
28116,Courville-sur-Eure,281,2811,28,24,24
28117,Crécy-Couvé,283,2808,28,24,24
28118,Croisilles,283,2809,28,24,24
28119,La Croix-du-Perche,284,2813,28,24,24
28120,Crucey-Villages,283,2814,28,24,24
28121,Dambron,282,2815,28,24,24
28122,Dammarie,281,2805,28,24,24
28123,Dampierre-sous-Brou,282,2803,28,24,24
28124,Dampierre-sur-Avre,283,2814,28,24,24
28126,Dancy,282,2807,28,24,24
28127,Dangeau,282,2807,28,24,24
28128,Dangers,281,2811,28,24,24
28129,Denonville,281,2802,28,24,24
28130,Digny,283,2814,28,24,24
28132,Donnemain-Saint-Mamès,282,2807,28,24,24
28133,Douy,282,2803,28,24,24
28134,Dreux,283,2899,28,24,24
28135,Droue-sur-Drouette,281,2810,28,24,24
28136,Écluzelles,283,2809,28,24,24
28137,Écrosnes,281,2802,28,24,24
28139,Épeautrolles,281,2811,28,24,24
28140,Épernon,281,2810,28,24,24
28141,Ermenonville-la-Grande,281,2811,28,24,24
28142,Ermenonville-la-Petite,281,2811,28,24,24
28143,Escorpain,283,2814,28,24,24
28144,Les Étilleux,284,2803,28,24,24
28145,Fains-la-Folie,281,2815,28,24,24
28146,Faverolles,283,2810,28,24,24
28147,Favières,283,2814,28,24,24
28148,Le Favril,281,2811,28,24,24
28149,La Ferté-Vidame,283,2814,28,24,24
28150,La Ferté-Villeneuil,282,2803,28,24,24
28151,Fessanvilliers-Mattanvilliers,283,2814,28,24,24
28153,Flacey,282,2807,28,24,24
28154,Fontaine-la-Guyon,281,2811,28,24,24
28155,Fontaine-les-Ribouts,283,2814,28,24,24
28156,Fontaine-Simon,284,2813,28,24,24
28157,Fontenay-sur-Conie,282,2815,28,24,24
28158,Fontenay-sur-Eure,281,2812,28,24,24
28159,La Framboisière,283,2814,28,24,24
28160,Francourville,281,2802,28,24,24
28161,Frazé,284,2803,28,24,24
